id,fA,fB,fC,fD
100001,0.019884492617525288,0.03756608727083026,0.003677129874162695,0.0684480476738461
100002,0.0008278917020859908,0.0,0.003320813298616619,0.010859148298351847
100003,0.0023096856368609057,0.0052159633883352395,0.047191105515261726,0.032021442527290694
100004,0.04959747024755476,0.01753788187278857,0.05724500369513607,0.03637103176139464
100005,0.786301793927451,0.8122077608748967,0.7175297323981431,0.7152415526768869
100006,0.005231487088895761,0.02278126951379097,0.010256282850824193,0.053949069146864384
100007,0.0,0.009151853031041116,0.03286757231311714,0.0
100008,0.0,0.0,0.0,0.016208346855399784
100009,0.0,0.0037012256240426217,0.006570647659498264,0.001952608932282803
100010,0.7264616304848612,0.7051824132857321,0.5324041930345492,0.51112497583542
100011,0.010023598810595767,0.012149137709095032,0.021471528028110694,0.02359706692660996
100012,0.053392263606750145,0.06508084522899317,0.11431081707503046,0.10568824063082258
100013,0.016962158476342495,0.04430299430208115,0.004209565728931053,0.03700655081683576
100014,0.0035375288653049794,0.00810109415844032,0.0013219202566193842,0.015140442456938241
100015,0.02419213125637459,0.0356652497774863,0.0,0.0
100016,0.0030702884414831894,0.02019104791527788,0.0,0.006899754958543501
100017,0.04954021580657135,0.03616803065611815,0.016051640755312915,0.04777557573270131
100018,0.004784663557089211,0.0,0.0,0.0
100019,0.0,0.0,0.0,0.0
100020,0.0011447517432864496,0.0,0.004127420945716602,0.004127420945716602
100021,0.0,0.0,0.018259187753571382,0.019070149213252875
100022,0.0,0.0,0.09869469728591065,0.010377712021071715
100023,0.00897505304341478,0.017474495117065787,0.027950909826049756,0.005992463472103868
100024,0.024606874838512375,0.017076836949270167,0.0,0.05784255379767866
100025,0.07552188970639208,0.06770722019600836,0.1125209884541481,0.052550826998090674
100026,0.007191837287975176,0.03442383245391292,0.034218476225155434,0.05820045778829691
100027,0.748378703042811,0.048891257570035866,0.1076744176760972,0.10246772436487393
100028,0.013513260354712973,0.01447022524334227,0.0692209598550908,0.003713846924183945
100029,0.013157467139482574,0.06606356722550853,0.0025577386736529346,0.013157467139482574
100030,0.0038837941339117,0.0,0.0018769526258660746,0.01005334399050663
100031,0.010911939456926287,0.017266375777485986,0.06737195707219633,0.07696911757645568
100032,0.04718516833826562,0.021487456711568893,0.05360630922744696,0.12713154834487206
100033,0.35379089743324166,0.3651077744732396,0.35581973326458544,0.4918157537448347
100034,0.3152406974643852,0.11552903911582807,0.06769560280748782,0.0751935633597963
100035,0.0,0.0,0.005594744102978678,0.001823494504029179
100036,0.015132455717191145,0.004794641934833182,0.005162321752810399,0.0
100037,0.0,0.05473097618351027,0.02337905842312183,0.18727546128888922
100038,0.0,0.0,0.0,0.0
100039,0.03880531580081853,0.00185632977212699,0.0,0.003931131614253158
100040,0.007243974995068065,0.014761937216331117,0.0608400671744857,0.745382623463517
100041,0.0,0.0024267734986781453,0.008756138767503457,0.02114053627942372
100042,0.020265376602890343,0.020265376602890343,0.01637022897558335,0.0
100043,0.24688539027119985,0.07547652453313795,0.10417636238514935,0.10096877188416963
100044,0.17734363499178057,1.329527774495634,2.259253343246154,2.273477567821581
100045,0.9043054416690073,0.8840007226353256,1.0865227567371891,1.0816848600232853
100046,0.01615040711976254,0.018602578045045375,0.17016356415636197,0.05032095619886903
100047,0.03485905375440246,0.25414563919134125,0.003839713586927211,0.2742085434970268
100048,0.20760522112602858,0.22330842028377107,0.219404413212729,0.22740062084495888
100049,1.5961150088622682,1.5961150088622682,1.5961150088622682,1.5961150088622684
100050,0.04312851469313635,0.12387372197010152,0.05899994395699855,0.02109774367451675
100051,0.0,0.4870095463327081,0.0,0.5036426513535721
100052,0.0,0.0,0.013108261940572175,0.009430573885169323
100053,0.189934377700379,0.12785933914094758,0.23726100347108206,0.5486794710484706
100054,0.40342083389578764,0.8982928533696708,0.6259805404048349,1.1507288868285355
100055,1.0051044762885057,1.1445403822264364,0.1862505392069225,0.34075734801990815
100056,0.7480916486459798,0.6715188093697217,0.7356510738401376,0.6908185259945478
100057,0.16192362006339345,0.15914743127401812,0.08555069710349711,0.08277450831412178
100058,0.021075188280652777,0.015618344575338599,0.02984411769584705,0.02066139863714692
100059,0.025929719114922388,0.20905627290495685,0.16918013614631577,0.2322067366174015
100060,0.04752999924635328,0.000458167409740169,0.0,0.00043496941428083745
100061,0.005000451469237663,0.0,0.010055873534237572,0.006282300730150561
100062,0.01085381304585634,0.0013342582878920989,0.30678226308588086,0.028378446796086833
100063,0.003520767314414362,0.03017066405478581,0.0011339828314709905,0.00885321411040512
100064,0.012188839926721462,0.07901152723318833,0.002739712176126266,0.01401531471080564
100065,0.02625927691159461,0.0,0.0,0.0
100066,0.0,0.028227123395219357,0.0,0.013244850583947998
100067,0.04749234891737789,0.04477884044533871,0.0040461212899848675,0.018687598651890087
100068,0.16042690753869548,0.0,0.013987833630244372,0.2383463240253088
100069,0.10728158010817365,0.010744920714860108,0.02669619804765633,0.0062681736533026985
100070,0.012144143103020486,0.0,0.002801989068971649,0.14626576723359455
100071,0.191200285647691,0.19690914396982234,0.12383311310211427,0.4758973632615945
100072,0.06269919572395545,0.06269919572395545,0.1758138932470681,0.0
100073,0.04097760225703728,0.0,0.0,0.07954159302696073
100074,0.03744040801616335,0.038614983217142226,0.038614983217142226,0.04314732697960878
100075,0.31092455424652776,0.30535624662623123,0.018254726865442786,0.0368794035306095
100076,0.04319239440329087,0.08729973594862615,0.04344670280344552,0.04319239440329087
100077,0.0,0.02492218806890916,0.0,0.014549993246742903
100078,0.2776644063551869,0.020251283302313728,0.11069902155873693,0.4158412391930595
100079,0.056658684382047624,0.009124579197902348,0.14180499266735594,0.01782538735741309
100080,0.068208421724118,0.06163728242665469,0.06672140979456048,0.09906889032171265
100081,0.1318996728720977,0.0956015647839009,0.12462891094898099,0.1353720548453679
100082,0.003720544320392471,0.0,0.014134375609924064,0.007294034926286582
100083,0.050949387116980875,0.03729948457637222,0.14531871491738207,0.1033886435267913
100084,0.02460877564118149,0.08873680528872871,0.10206495699458702,0.4358139251056357
100085,0.0,0.0,0.0,0.0
100086,0.051916729766341235,0.03266694113828875,0.029580324378504837,0.04063992400721701
100087,0.0035207723134465536,0.007232005009297668,0.058511474263083424,0.030687213745065736
100088,0.027429224708048202,0.24969144115165876,0.7093610066424927,0.1593053463369226
100089,0.0,0.0006930278684707437,0.0027039945041076995,0.0076920304271776
100090,0.23479664781991227,0.0,0.013860280955429643,0.0
100091,0.017529250125135773,0.03085376035767421,0.028123621324460064,0.01702125597308701
100092,0.009539333541294494,0.06732619470371196,0.020744037963131786,0.08212484841161068
100093,0.0,0.0,0.0,0.0
100094,0.0,0.0,0.0,0.0
100095,0.006446032760712665,0.006446032760712665,0.011354000006083506,0.011354000006083506
